"","X","carat","cut","color","clarity","fdepth","table","price","length","width","depth"
"2292",2292,2.01,1,4,1,62.3,57,13796,8.06,8.08,5.03
"2293",2293,1.51,4,7,2,62.5,58,13811,7.27,7.23,4.53
"2294",2294,1.22,4,1,3,61.1,60,13824,6.87,6.85,4.19
"2295",2295,2.07,4,3,5,61.1,58,13844,8.27,8.2,5.03
"2296",2296,2.03,2,5,1,63.1,58,13858,8.02,7.98,5.05
"2297",2297,1.69,1,3,2,61,57,13882,7.72,7.66,4.69
"2298",2298,2.28,1,7,1,61.6,57,13907,8.44,8.37,5.18
"2299",2299,2.26,2,3,1,63.3,59,13923,8.35,8.26,5.25
"2300",2300,1.51,2,6,6,61.9,63,13945,7.35,7.26,4.52
"2301",2301,1.58,2,7,2,62.8,57,13963,7.34,7.4,4.63
"2302",2302,2.02,4,4,1,62.9,60,13991,8.05,8.01,5.05
"2303",2303,1.71,1,3,6,62.1,56,14017,7.64,7.7,4.76
"2304",2304,1.2,1,5,4,62.7,54,14033,6.8,6.82,4.27
"2305",2305,1.7,4,3,6,62.4,59,14058,7.63,7.54,4.73
"2306",2306,0.28,2,1,4,59.8,57,642,4.28,4.32,2.57
"2307",2307,0.28,2,5,3,60.4,59,642,4.23,4.25,2.56
"2308",2308,0.31,1,1,6,61.7,55,642,4.35,4.37,2.69
"2309",2309,2.02,5,3,1,56.5,61,14080,8.33,8.37,4.72
"2310",2310,1.55,1,7,6,61.6,56,14106,7.44,7.49,4.6
"2311",2311,2.04,1,2,5,61.7,57,14130,8.11,8.17,5.02
"2312",2312,1.51,2,6,6,62.8,56,14165,7.27,7.32,4.58
"2313",2313,2.02,1,3,6,62.6,57,14182,8.01,7.97,5
"2314",2314,1.5,1,6,6,60.4,57,14199,7.43,7.41,4.48
"2315",2315,2.02,4,4,1,59.4,59,14211,8.21,8.25,4.89
"2316",2316,1.5,4,7,2,62.7,58,14234,7.3,7.25,4.56
"2317",2317,1.85,1,4,4,62.4,57,14245,7.91,7.86,4.92
"2318",2318,1.56,4,7,2,60.9,58,14268,7.53,7.49,4.57
"2319",2319,1.52,4,7,2,61.2,60,14293,7.37,7.4,4.52
"2320",2320,1.51,4,1,6,62.2,59,14300,7.36,7.31,4.56
"2321",2321,1.64,4,7,6,62.4,58,14330,7.52,7.49,4.68
"2322",2322,2.28,3,2,5,63.7,55,14350,8.35,8.28,5.3
"2323",2323,1.5,2,5,6,63.6,55,14368,7.17,7.24,4.58
"2324",2324,1.55,2,7,2,60.8,60,14386,7.46,7.51,4.55
"2325",2325,1.62,2,6,6,63.2,56,14400,7.54,7.43,4.73
"2326",2326,1.72,4,3,2,59.3,59,14414,7.86,7.82,4.65
"2327",2327,2.01,4,4,1,62.1,56,14428,8.11,8.06,5.02
"2328",2328,1.58,4,7,2,62.4,60,14451,7.46,7.38,4.63
"2329",2329,1.73,3,1,5,64.2,58,14479,7.54,7.5,4.83
"2330",2330,2.06,4,4,5,60.9,61,14488,8.32,8.16,4.99
"2331",2331,2.01,4,1,1,62.6,58,14502,8.01,7.93,4.99
"2332",2332,1.54,1,1,6,62,56,14529,7.46,7.43,4.61
"2333",2333,2.03,1,4,5,62.6,55,14548,8.06,8.11,5.06
"2334",2334,2.03,1,2,2,62.5,57,14579,8.14,8.08,5.06
"2335",2335,2.01,3,4,5,59.4,63,14597,8.18,8.26,4.88
"2336",2336,0.37,1,5,5,61.9,54,643,4.62,4.65,2.87
"2337",2337,0.33,1,1,5,59.6,57,644,4.53,4.49,2.69
"2338",2338,0.35,1,5,5,60.7,57,644,4.53,4.57,2.76
"2339",2339,1.04,1,5,8,61.8,57,14626,6.52,6.49,4.02
"2340",2340,2.5,5,2,1,66.9,58,14652,8.36,8.22,5.55
"2341",2341,1.51,2,6,2,59.6,63,14673,7.34,7.43,4.4
"2342",2342,1.52,1,7,6,61.4,56,14692,7.39,7.47,4.56
"2343",2343,2.54,4,3,1,61.3,58,14717,8.8,8.7,5.36
"2344",2344,1.24,1,5,4,61.5,57,14737,6.88,6.94,4.25
"2345",2345,2,4,4,6,58.5,61,14763,8.28,8.19,4.82
"2346",2346,1.51,1,7,2,60.8,57,14779,7.37,7.44,4.5
"2347",2347,2.04,2,3,1,60.8,58,14810,8.14,8.23,4.98
"2348",2348,2.01,1,3,5,61.5,55,14837,8.11,8.06,4.97
"2349",2349,1.41,3,1,4,59.9,61,14853,7.21,7.37,4.37
"2350",2350,2,3,4,6,63.5,59,14889,7.93,7.98,5.05
"2351",2351,3,3,2,1,59.3,64,14918,9.32,9.19,5.5
"2352",2352,2.01,4,7,1,59.4,62,14939,8.27,8.22,4.9
"2353",2353,1.8,1,3,2,62.3,56,14968,7.76,7.79,4.84
"2354",2354,2.01,3,4,5,58.5,62,14998,8.24,8.31,4.84
"2355",2355,1.82,2,7,5,62.7,58,15025,7.68,7.75,4.84
"2356",2356,2.1,1,3,5,61.7,53,15035,8.3,8.19,5.09
"2357",2357,2.02,2,3,1,62.3,58,15064,7.97,8.04,4.99
"2358",2358,1.98,2,4,6,62.7,60,15083,7.9,7.96,4.98
"2359",2359,1.5,4,5,6,61.8,60,15102,7.3,7.37,4.53
"2360",2360,2.07,3,4,6,64.1,57,15119,8.07,8,5.15
"2361",2361,1.57,1,7,4,62.3,56,15144,7.48,7.41,4.64
"2362",2362,1.51,4,7,4,60.9,58,15164,7.38,7.42,4.51
"2363",2363,1.2,1,1,3,60.1,61,15185,6.83,6.91,4.13
"2364",2364,2,4,2,4,63,59,15214,8,7.97,5.03
"2365",2365,2.02,1,2,2,61.9,58,15231,8.06,8.1,5
"2366",2366,0.38,2,3,6,61.5,55,645,4.66,4.67,2.86
"2367",2367,0.32,1,7,2,61.2,57,645,4.4,4.43,2.7
"2368",2368,0.32,3,6,6,63.6,57,645,4.34,4.37,2.77
"2369",2369,2,2,4,5,58.5,58,15249,8.24,8.28,4.83
"2370",2370,1.52,2,7,4,62.9,59,15265,7.25,7.29,4.57
"2371",2371,2.05,4,7,5,61.6,59,15291,8.2,8.16,5.04
"2372",2372,2,4,3,1,60.7,60,15312,8.07,8.11,4.91
"2373",2373,1.56,2,7,3,59.7,59,15334,7.48,7.57,4.49
"2374",2374,1.53,1,7,4,61,55,15365,7.44,7.5,4.56
"2375",2375,2.07,4,4,5,59.4,61,15392,8.35,8.31,4.95
"2376",2376,1.52,4,7,4,62.9,59,15404,7.29,7.25,4.57
"2377",2377,1.61,4,6,6,62.3,59,15426,7.53,7.47,4.67
"2378",2378,2,4,3,1,60.7,60,15451,8.11,8.07,4.91
"2379",2379,2.01,4,4,2,61.5,62,15475,8.07,7.94,4.92
"2380",2380,1.53,4,7,4,62.5,60,15505,7.34,7.31,4.58
"2381",2381,1.52,4,6,2,61,58,15522,7.42,7.39,4.52
"2382",2382,1.75,2,5,5,61.4,60,15544,7.76,7.8,4.78
"2383",2383,1.5,5,1,2,65.4,57,15584,7.14,7.07,4.65
"2384",2384,2.02,4,3,1,61.4,59,15606,8.15,8.08,4.98
"2385",2385,2.12,1,4,1,61,57,15647,8.28,8.31,5.06
"2386",2386,2.02,2,3,1,62.7,59,15666,8.04,7.98,5.02
"2387",2387,2.06,1,4,6,59.2,57,15691,8.39,8.29,4.94
"2388",2388,2.16,1,2,2,61.4,59,15714,8.27,8.33,5.1
"2389",2389,2,2,3,5,62.2,57,15745,7.97,8.08,4.99
"2390",2390,2.02,3,4,2,65.5,57,15765,7.88,7.96,5.19
"2391",2391,2.02,1,3,1,62.7,57,15785,8.05,8,5.03
"2392",2392,1.55,4,6,2,61.6,56,15801,7.45,7.38,4.57
"2393",2393,2.02,1,7,1,63.5,54,15814,7.96,8.02,5.07
"2394",2394,2.03,1,4,6,59.9,60,15826,8.17,8.27,4.92
"2395",2395,2.01,1,7,1,62.8,56,15841,8.07,8.02,5.05
"2396",2396,0.32,2,7,2,62.8,58,645,4.34,4.39,2.74
"2397",2397,0.32,1,7,2,61.3,55,645,4.42,4.46,2.72
"2398",2398,0.32,3,3,4,63.4,56,645,4.34,4.37,2.76
"2399",2399,2.24,1,4,1,62.1,57,15852,8.31,8.4,5.19
"2400",2400,1.69,4,7,4,62.9,58,15889,7.59,7.51,4.75
"2401",2401,2.01,4,3,1,63,59,15917,7.93,7.9,4.99
"2402",2402,2.5,4,3,1,62.4,59,15934,8.61,8.54,5.35
"2403",2403,2.21,1,7,1,60.1,60,15948,8.47,8.53,5.11
"2404",2404,1.55,4,6,2,62,60,15966,7.4,7.31,4.56
"2405",2405,4,2,4,7,63.3,58,15984,10.01,9.94,6.31
"2406",2406,2.53,1,2,1,61.5,53,15993,8.78,8.74,5.39
"2407",2407,2.17,3,3,1,58.9,62,16036,8.48,8.52,5.01
"2408",2408,2,2,1,1,62.9,56,16064,7.94,8,5.01
"2409",2409,2.01,3,6,1,64.1,57,16085,7.78,7.82,5
"2410",2410,2.01,2,3,1,63.4,57,16111,8,7.93,5.05
"2411",2411,2.01,2,3,1,60.5,61,16140,8.09,8.14,4.91
"2412",2412,1.98,4,4,2,62.5,58,16171,7.95,7.99,4.98
"2413",2413,2.02,4,4,5,62.5,59,16191,8.05,8.01,5.02
"2414",2414,1.75,4,7,6,62.8,59,16220,7.62,7.53,4.76
"2415",2415,2.66,3,3,1,63.8,57,16239,8.71,8.65,5.54
"2416",2416,2.02,1,6,1,62.2,57,16256,8.07,8.03,5.01
"2417",2417,2.01,4,3,1,60.5,61,16287,8.14,8.09,4.91
"2418",2418,2.01,3,4,6,62.4,62,16304,7.91,7.99,4.96
"2419",2419,2.04,1,3,1,62,56,16319,8.18,8.23,5.09
"2420",2420,2.1,4,6,1,62.1,59,16357,8.16,8.18,5.07
"2421",2421,2.01,2,4,6,59.6,58,16383,8.18,8.23,4.89
"2422",2422,2.16,4,3,1,59.7,60,16400,8.38,8.3,4.98
"2423",2423,2,3,5,1,60.3,56,16425,8.08,8.11,4.88
"2424",2424,1.53,4,7,3,60.6,58,16451,7.45,7.49,4.53
"2425",2425,2.03,4,4,6,60.5,62,16483,8.22,8.17,4.96
"2426",2426,0.3,1,5,1,62,56,426,4.31,4.34,2.68
"2427",2427,0.32,1,1,1,61.6,56,427,4.4,4.43,2.72
"2428",2428,0.31,1,7,1,61.6,55.6,429,4.34,4.37,2.69
"2429",2429,0.32,1,6,6,62.4,55,645,4.41,4.43,2.76
"2430",2430,0.32,3,7,2,63.2,55,645,4.37,4.39,2.77
"2431",2431,2.03,1,7,1,62.5,56,16505,8.1,8.05,5.05
"2432",2432,2.2,1,3,1,60,58,16530,8.47,8.5,5.09
"2433",2433,2.21,1,5,1,62,57,16558,8.36,8.31,5.18
"2434",2434,2.01,3,1,1,60,64,16582,8.09,8.17,4.88
"2435",2435,2.04,2,4,6,61,61,16616,8.08,8.14,4.95
"2436",2436,2.1,1,3,1,63,57,16629,8.13,8.08,5.11
"2437",2437,2.24,4,3,1,61.4,57,16656,8.43,8.35,5.15
"2438",2438,2.18,3,3,1,60.4,64,16690,8.38,8.47,5.09
"2439",2439,2.53,1,4,5,62.4,57,16709,8.68,8.59,5.39
"2440",2440,2.01,3,4,5,58.8,60,16731,8.27,8.19,4.84
"2441",2441,1.54,2,5,2,59.1,59,16750,7.51,7.55,4.45
"2442",2442,2.01,4,4,6,61,61,16778,8.15,7.99,4.92
"2443",2443,1.69,1,6,6,62.2,57,16789,7.59,7.66,4.74
"2444",2444,1.75,1,7,6,62.1,57,16803,7.73,7.69,4.79
"2445",2445,2.09,2,6,1,62.7,61,16824,8.07,8.14,5.08
"2446",2446,1.76,4,7,6,61.5,58,16879,7.78,7.74,4.77
"2447",2447,2.01,2,4,2,59.8,63,16914,8.11,8.14,4.86
"2448",2448,1.93,4,3,2,60.5,60,16941,7.98,8.06,4.85
"2449",2449,1.73,4,7,6,61.6,58,16960,7.74,7.71,4.76
"2450",2450,2.12,4,3,1,59.1,59,16992,8.47,8.43,4.99
"2451",2451,2.01,4,7,1,59.9,62,17014,8.15,8.04,4.85
"2452",2452,1.75,2,7,2,59.6,60,17036,7.76,7.9,4.67
"2453",2453,2.09,1,7,6,61.8,57,17051,8.24,8.17,5.07
"2454",2454,2.01,4,4,2,62.9,62,17068,8.02,7.98,5.03
"2455",2455,2.07,1,7,1,62,55,17095,8.23,8.13,5.07
"2456",2456,2.57,4,1,1,61.3,60,17116,8.82,8.73,5.38
"2457",2457,2.71,4,1,1,60.4,59,17146,9.13,9.03,5.48
"2458",2458,2.42,4,2,6,61.3,59,17168,8.61,8.58,5.27
"2459",2459,0.32,4,6,6,60.7,58,645,4.41,4.45,2.69
"2460",2460,0.27,2,1,5,60.6,57,646,4.19,4.25,2.55
"2461",2461,1.57,4,1,2,61.4,58,17175,7.44,7.48,4.58
"2462",2462,2.14,4,4,6,60.7,59,17193,8.33,8.28,5.04
"2463",2463,2.14,1,4,5,62.1,58,17213,8.21,8.26,5.11
"2464",2464,1.7,4,7,4,61.5,60,17228,7.64,7.59,4.68
"2465",2465,2.12,4,4,6,61.5,58,17254,8.3,8.26,5.09
"2466",2466,2,4,4,2,61.1,58,17278,8.08,8.11,4.95
"2467",2467,1.51,2,6,4,63.1,56,17317,7.32,7.26,4.6
"2468",2468,2.01,4,3,5,61.8,58,17347,8.13,8.06,5
"2469",2469,1.95,2,3,6,61.7,55,17374,8,8.05,4.95
"2470",2470,2.01,1,3,5,59.3,58,17403,8.25,8.19,4.87
"2471",2471,2.19,1,3,1,62,56,17433,8.36,8.48,5.22
"2472",2472,2.01,4,3,5,59.6,59,17458,8.27,8.19,4.9
"2473",2473,1.7,4,7,2,61.2,57,17492,7.73,7.64,4.7
"2474",2474,2.05,4,3,5,60.2,58,17521,8.25,8.22,4.96
"2475",2475,1.57,1,1,6,60.5,57,17548,7.53,7.57,4.57
"2476",2476,2.14,2,6,1,58.2,61,17582,8.45,8.5,4.93
"2477",2477,2.1,4,2,3,61.3,58,17606,8.29,8.24,5.07
"2478",2478,1.51,1,1,2,62.2,57,17649,7.37,7.32,4.57
"2479",2479,2,4,5,1,61.6,59,17674,8.09,8.2,5.02
"2480",2480,2.11,1,4,6,62.2,55,17712,8.2,8.26,5.12
"2481",2481,2.01,4,6,1,61.3,61,17746,8.02,7.96,4.9
"2482",2482,2,1,7,6,62.3,57,17760,8.06,7.97,4.99
"2483",2483,2.72,1,2,1,62.1,56,17801,8.97,8.93,5.56
"2484",2484,2.01,4,4,6,60.3,58,17826,8.22,8.16,4.94
"2485",2485,2.43,1,4,1,62.3,59,17856,8.54,8.61,5.34
"2486",2486,2.16,4,2,3,61.5,58,17891,8.36,8.26,5.11
"2487",2487,1.74,4,7,2,61.7,58,17904,7.78,7.69,4.77
"2488",2488,2.16,4,4,5,58.5,60,17934,8.54,8.49,4.98
"2489",2489,0.28,1,6,8,62.4,55,646,4.17,4.2,2.61
"2490",2490,0.35,2,3,5,63.2,57,647,4.51,4.48,2.84
"2491",2491,2.02,4,1,1,58.2,60,17938,8.32,8.25,4.82
"2492",2492,2.01,4,7,6,61.4,58,17987,8.11,7.99,4.94
"2493",2493,2.25,4,5,1,60.4,59,18007,8.54,8.48,5.13
"2494",2494,2.01,3,1,5,58.7,59,18027,8.23,8.27,4.84
"2495",2495,1.7,1,6,6,62.3,56,18055,7.65,7.61,4.75
"2496",2496,2.01,2,7,5,59.1,57,18077,8.16,8.23,4.84
"2497",2497,2.45,1,2,6,60.4,56,18113,8.72,8.81,5.3
"2498",2498,2.08,1,7,1,61.8,56,18124,8.22,8.18,5.07
"2499",2499,2.05,2,3,6,61.8,60,18152,8.14,8.19,5.05
"2500",2500,2.52,4,6,1,60.6,60,18179,8.78,8.7,5.3
"2501",2501,2.07,1,3,1,63.5,53,18198,8.12,8.09,5.14
"2502",2502,2.02,2,3,5,61.1,58,18236,8.07,8.16,4.96
"2503",2503,2.53,4,3,5,62.1,59,18254,8.83,8.73,5.45
"2504",2504,2.03,4,5,1,62.4,59,18286,8.04,7.98,5
"2505",2505,2.03,4,1,1,61.5,59,18310,8.16,8.24,5.04
"2506",2506,2.27,1,7,5,61.1,60,18343,8.46,8.42,5.16
"2507",2507,2.4,1,3,1,62,55,18374,8.57,8.6,5.32
"2508",2508,2.11,2,5,1,60.9,60,18407,8.21,8.28,5.02
"2509",2509,1.7,4,6,2,60.6,58,18430,7.68,7.71,4.66
"2510",2510,2.08,4,4,6,58.9,61,18447,8.36,8.35,4.92
"2511",2511,2.16,4,4,6,58.7,60,18481,8.54,8.5,5
"2512",2512,2.37,1,2,5,61.9,55,18508,8.53,8.56,5.29
"2513",2513,2.03,1,6,1,61.4,58,18535,8.12,8.16,5
"2514",2514,2.02,5,3,6,64.5,57,18565,8,7.95,5.14
"2515",2515,2.01,1,7,6,61.4,54,18607,8.16,8.09,4.99
"2516",2516,2.05,1,3,6,61.6,57,18659,8.2,8.14,5.03
"2517",2517,2.19,1,5,1,61.8,57,18693,8.23,8.49,5.17
"2518",2518,1.7,4,7,4,59.8,59,18718,7.7,7.75,4.62
"2519",2519,0.4,1,5,1,60.5,57,648,4.73,4.76,2.87
"2520",2520,0.32,1,3,6,62.2,57,648,4.38,4.36,2.72
"2521",2521,2.02,2,1,5,59.8,59,18731,8.11,8.2,4.88
"2522",2522,2.55,4,4,2,61.8,62,18766,8.7,8.65,5.36
"2523",2523,2.04,4,3,5,58.1,60,18795,8.37,8.28,4.84
"2524",2524,0.32,1,4,2,62.3,57,648,4.42,4.37,2.74
"2525",2525,0.32,4,3,6,60.6,58,648,4.47,4.44,2.7
"2526",2526,0.32,1,3,6,62.1,56,648,4.42,4.37,2.73
"2527",2527,0.37,4,1,5,61.8,58,649,4.59,4.64,2.85
"2528",2528,0.37,4,7,6,60.1,59,649,4.64,4.68,2.8
"2529",2529,0.3,1,3,3,61.5,55,650,4.31,4.35,2.66
"2530",2530,0.34,4,7,5,60.8,59,650,4.56,4.46,2.74
"2531",2531,0.31,2,7,4,62.2,56,651,4.31,4.34,2.69
"2532",2532,0.31,4,1,5,61.2,58,651,4.38,4.34,2.67
"2533",2533,0.31,1,7,6,61.5,56,652,4.34,4.36,2.68
"2534",2534,0.31,3,5,2,61.7,61,653,4.32,4.34,2.67
"2535",2535,0.3,2,6,2,61.5,56,654,4.31,4.34,2.66
"2536",2536,0.3,1,7,4,62.5,53,655,4.31,4.33,2.7
"2537",2537,0.4,2,4,6,61.4,57.6,655,4.73,4.78,2.92
"2538",2538,0.26,2,6,4,61.4,56,657,4.14,4.17,2.55
"2539",2539,0.32,3,5,6,63.6,55,657,4.35,4.42,2.79
"2540",2540,0.32,3,1,6,64.1,54,658,4.32,4.36,2.78
"2541",2541,0.23,2,3,4,62.6,56,431,3.92,3.95,2.46
"2542",2542,0.3,2,7,5,62.1,58,432,4.26,4.28,2.65
"2543",2543,0.3,2,1,6,62.4,56,658,4.26,4.33,2.68
"2544",2544,0.3,1,1,6,61.5,56,658,4.29,4.33,2.65
"2545",2545,0.3,1,1,6,61.5,55,658,4.32,4.4,2.68
"2546",2546,0.3,1,1,6,61.2,55,658,4.31,4.35,2.65
"2547",2547,0.3,1,1,6,61,56,658,4.33,4.36,2.65
"2548",2548,0.3,1,1,6,60.2,57,658,4.36,4.38,2.63
"2549",2549,0.3,4,1,6,62.1,58,658,4.29,4.31,2.67
"2550",2550,0.41,3,6,5,64.4,56,659,4.69,4.72,3.03
"2551",2551,0.31,1,3,3,62,54.2,660,4.35,4.39,2.71
"2552",2552,0.31,1,1,5,61.5,55,660,4.37,4.41,2.7
"2553",2553,0.3,4,5,2,60.7,58,661,4.34,4.36,2.64
"2554",2554,0.3,4,5,5,58.8,57,662,4.44,4.4,2.6
"2555",2555,0.31,4,6,5,60.5,60,663,4.39,4.37,2.65
"2556",2556,0.3,2,5,6,62,62,663,4.24,4.27,2.64
"2557",2557,0.36,1,5,5,62.7,57,663,4.54,4.59,2.86
"2558",2558,0.29,2,6,4,63.1,57,664,4.22,4.3,2.69
"2559",2559,0.31,1,1,2,61.3,54,664,4.37,4.4,2.69
"2560",2560,0.3,1,7,4,62.4,57,665,4.27,4.29,2.67
"2561",2561,0.3,1,3,3,61.3,57,665,4.32,4.36,2.66
"2562",2562,0.36,3,3,5,63.6,57,665,4.53,4.49,2.87
"2563",2563,0.37,1,4,6,61.7,57,666,4.64,4.6,2.85
"2564",2564,0.4,1,3,5,62,56,666,4.68,4.74,2.92
"2565",2565,0.4,2,5,1,62.8,56,666,4.7,4.73,2.96
"2566",2566,0.38,2,7,5,62.4,59,666,4.59,4.64,2.88
"2567",2567,0.33,1,3,4,60.9,57,666,4.48,4.52,2.74
"2568",2568,0.33,2,6,6,62.4,57,666,4.39,4.43,2.75
"2569",2569,0.33,1,7,2,62.1,55,666,4.43,4.46,2.76
"2570",2570,0.33,4,7,2,61.4,59,666,4.43,4.49,2.74
"2571",2571,0.25,5,1,2,55.2,64,361,4.21,4.23,2.33
"2572",2572,0.24,1,7,5,62.2,54,364,3.97,4,2.48
"2573",2573,0.24,1,4,2,62,56,432,4,4.01,2.48
"2574",2574,0.32,2,4,5,62.8,58,432,4.34,4.39,2.74
"2575",2575,0.32,4,4,5,62.7,58,432,4.34,4.37,2.73
"2576",2576,0.33,1,7,2,62.1,55,666,4.43,4.46,2.76
"2577",2577,0.33,4,7,2,61.9,59,666,4.43,4.45,2.75
"2578",2578,0.33,1,7,2,61.7,56,666,4.44,4.47,2.75
"2579",2579,0.4,1,4,6,62.4,53,667,4.75,4.77,2.97
"2580",2580,0.33,2,6,2,59.3,56,668,4.49,4.55,2.68
"2581",2581,0.33,4,4,2,59.5,60,668,4.54,4.5,2.69
"2582",2582,0.33,4,3,6,62,59,668,4.44,4.4,2.74
"2583",2583,0.35,2,7,5,63.4,56,669,4.5,4.46,2.84
"2584",2584,0.29,1,6,3,60.9,57,669,4.29,4.32,2.62
"2585",2585,0.39,1,3,6,62,54.4,670,4.67,4.72,2.91
"2586",2586,0.3,1,1,2,62.1,57,670,4.3,4.33,2.68
"2587",2587,0.31,1,3,3,62,55,671,4.34,4.37,2.7
"2588",2588,0.32,2,7,4,61.9,57,672,4.39,4.41,2.73
"2589",2589,0.27,1,7,8,61,56,672,4.17,4.19,2.55
"2590",2590,0.32,4,1,5,61.2,58,672,4.42,4.37,2.69
"2591",2591,0.29,1,7,3,61.5,56,673,4.25,4.28,2.62
"2592",2592,0.4,1,1,5,62.2,54,673,4.74,4.78,2.96
"2593",2593,0.4,2,7,5,61.7,61,673,4.63,4.68,2.87
"2594",2594,0.41,1,2,2,62.2,54.5,674,4.75,4.76,2.96
"2595",2595,0.42,5,5,5,64.7,61,675,4.7,4.73,3.05
"2596",2596,0.3,4,4,4,61.8,58,675,4.33,4.28,2.66
"2597",2597,0.3,4,3,2,60.4,61,675,4.34,4.3,2.61
"2598",2598,0.3,4,3,2,62.3,58,675,4.28,4.26,2.66
"2599",2599,0.3,2,3,2,63.3,57,675,4.25,4.22,2.68
"2600",2600,0.3,1,7,6,61.3,56,675,4.3,4.28,2.63
"2601",2601,0.3,2,1,5,63.1,53,675,4.32,4.27,2.71
"2602",2602,0.3,1,1,5,62.9,56,675,4.3,4.25,2.69
"2603",2603,0.31,2,7,1,61.7,55,433,4.37,4.4,2.71
"2604",2604,0.23,4,3,2,59.4,61,434,4.05,4,2.39
"2605",2605,0.33,1,2,2,62.1,55,434,4.41,4.44,2.75
"2606",2606,0.35,2,7,2,61.5,60,676,4.51,4.57,2.79
"2607",2607,0.29,1,1,5,60.4,54,677,4.32,4.36,2.62
"2608",2608,0.24,1,6,3,61.8,55,678,4,4.03,2.48
"2609",2609,0.36,2,7,2,60.6,60,678,4.57,4.61,2.78
"2610",2610,0.43,2,6,1,60.5,59,679,4.88,4.91,2.96
"2611",2611,0.23,2,1,4,63.3,56,680,3.92,3.88,2.47
"2612",2612,0.31,2,1,6,61.8,59,680,4.3,4.37,2.68
"2613",2613,0.31,1,1,6,61.5,55,680,4.37,4.41,2.7
"2614",2614,0.31,1,1,6,61,54,680,4.37,4.41,2.68
"2615",2615,0.31,1,1,6,61,56,680,4.34,4.38,2.66
"2616",2616,0.31,1,1,6,62,55,680,4.34,4.37,2.7
"2617",2617,0.33,1,5,6,61.8,54,681,4.43,4.47,2.75
"2618",2618,0.37,4,5,5,60.4,59,681,4.62,4.68,2.81
"2619",2619,0.3,2,6,3,62.5,56,682,4.27,4.31,2.68
"2620",2620,0.3,3,6,3,61.1,61,682,4.29,4.32,2.63
"2621",2621,0.31,1,5,2,60.5,55,683,4.39,4.43,2.67
"2622",2622,0.41,4,1,1,61.3,59,683,4.8,4.85,2.96
"2623",2623,0.41,2,1,1,61.9,55,683,4.77,4.8,2.96
"2624",2624,0.41,2,3,5,61.4,60,683,4.73,4.78,2.92
"2625",2625,0.4,1,1,5,63.2,56,684,4.66,4.71,2.96
"2626",2626,0.31,1,5,5,62,56,684,4.39,4.35,2.71
"2627",2627,0.3,2,3,3,63,54,684,4.27,4.3,2.7
"2628",2628,0.3,4,7,4,61.2,59,684,4.31,4.35,2.65
"2629",2629,0.3,3,7,4,63.5,56,684,4.29,4.34,2.74
"2630",2630,0.3,3,7,4,63.8,56,684,4.27,4.29,2.73
"2631",2631,0.3,4,7,4,61.9,59,684,4.25,4.28,2.64
"2632",2632,0.3,1,7,4,62.7,57,684,4.26,4.29,2.68
"2633",2633,0.31,3,3,5,63.6,57,435,4.28,4.31,2.73
"2634",2634,0.31,2,3,5,61.7,59,435,4.36,4.39,2.7
"2635",2635,0.31,4,4,6,59.8,60,435,4.38,4.42,2.63
"2636",2636,0.41,3,1,5,63.1,57,685,4.71,4.73,2.98
"2637",2637,0.34,1,6,6,62.1,56,686,4.47,4.51,2.79
"2638",2638,0.34,2,6,6,62.3,57,686,4.44,4.48,2.78
"2639",2639,0.31,1,7,4,61.8,56,687,4.37,4.4,2.71
"2640",2640,0.31,1,3,3,61.6,55,687,4.37,4.4,2.7
"2641",2641,0.42,2,7,5,61.6,61,687,4.79,4.82,2.96
"2642",2642,0.4,2,6,5,62.1,57,687,4.65,4.69,2.9
"2643",2643,0.4,2,6,5,62.9,58,687,4.69,4.72,2.96
"2644",2644,0.28,2,1,8,59.6,55,688,4.24,4.31,2.55
"2645",2645,0.36,2,7,5,63.3,56,689,4.53,4.5,2.86
"2646",2646,0.36,1,5,1,62,56,689,4.6,4.56,2.84
"2647",2647,0.34,1,3,6,61.5,54,689,4.54,4.5,2.78
"2648",2648,0.34,1,3,6,62.6,54,689,4.5,4.45,2.8
"2649",2649,0.43,2,4,1,61.5,54,691,4.86,4.89,3
"2650",2650,0.33,1,5,6,61.8,55,692,4.43,4.44,2.74
"2651",2651,0.41,4,4,1,61.6,59,692,4.79,4.76,2.94
"2652",2652,0.33,4,1,5,59.1,59,693,4.59,4.54,2.7
"2653",2653,0.4,2,1,5,62.2,56,694,4.71,4.74,2.94
"2654",2654,0.3,1,6,4,62.5,56,694,4.28,4.33,2.69
"2655",2655,0.4,1,1,5,62.4,54,694,4.72,4.74,2.95
"2656",2656,0.33,1,4,8,62.2,56,694,4.42,4.45,2.76
"2657",2657,0.38,1,7,5,60.6,57,695,4.71,4.76,2.87
"2658",2658,0.25,2,5,4,59.5,56,696,4.14,4.19,2.48
"2659",2659,0.34,3,6,2,60.6,63,696,4.46,4.59,2.74
"2660",2660,0.39,1,6,5,60.1,58,697,4.74,4.78,2.86
"2661",2661,0.31,4,7,6,59,60,698,4.41,4.37,2.59
"2662",2662,0.31,4,1,5,63,59,698,4.31,4.26,2.7
"2663",2663,0.25,2,1,2,59.9,56,436,4.1,4.15,2.47
"2664",2664,0.31,1,4,5,60.8,56,436,4.38,4.41,2.67
"2665",2665,0.3,1,4,6,62.7,54,438,4.28,4.3,2.69
"2666",2666,0.31,1,3,2,61.1,57,698,4.39,4.35,2.67
